Category,Metric,varianta_kotlin_2.2.0 Mean,variantb_k2_kotlin_2.2.0 Mean,varianta_kotlin_2.2.0 P50,variantb_k2_kotlin_2.2.0 P50,varianta_kotlin_2.2.0 P90,variantb_k2_kotlin_2.2.0 P90,Unit
Task Path,:layer_2:module_2_115:compileDebugKotlin,2130,2129,2099,2097,2630,2677,ms
Task Path,:layer_2:module_2_116:kspDebugKotlin,3149,3180,3207,3099,3843,4020,ms
Task Path,:layer_2:module_2_117:kspDebugKotlin,2864,2924,2836,2834,3438,3497,ms
Task Path,:layer_2:module_2_118:kspDebugKotlin,2813,2864,2755,2824,3303,3411,ms
Task Path,:layer_2:module_2_119:kspDebugKotlin,2873,2931,2792,2951,3575,3376,ms
Task Path,:layer_2:module_2_116:compileDebugKotlin,2091,2216,2068,2165,2530,2701,ms
Task Path,:layer_2:module_2_117:compileDebugKotlin,2191,2158,2107,2148,2595,2587,ms
Task Path,:layer_2:module_2_118:compileDebugKotlin,2138,2092,2058,2110,2592,2395,ms
Task Path,:layer_2:module_2_119:compileDebugKotlin,2073,2041,2068,1998,2469,2488,ms
Task Path,:layer_2:module_2_121:kspDebugKotlin,2674,2927,2568,2905,3331,3426,ms
Task Path,:layer_2:module_2_120:kspDebugKotlin,3398,3516,3331,3427,4226,4047,ms
Task Path,:layer_2:module_2_122:kspDebugKotlin,2795,2954,2746,2915,3200,3419,ms
Task Path,:layer_2:module_2_123:kspDebugKotlin,2894,3109,2908,3124,3263,3614,ms
Task Path,:layer_2:module_2_121:compileDebugKotlin,2090,2294,2023,2291,2444,2703,ms
Task Path,:layer_2:module_2_120:compileDebugKotlin,2001,2159,1994,2081,2364,2722,ms
Task Path,:layer_2:module_2_122:compileDebugKotlin,2104,2245,2043,2244,2632,2705,ms
Task Path,:layer_2:module_2_123:compileDebugKotlin,1977,2058,1948,2006,2458,2556,ms
Task Path,:layer_2:module_2_124:kspDebugKotlin,2954,3046,2906,2927,3587,3809,ms
Task Path,:layer_2:module_2_125:kspDebugKotlin,3198,3406,3136,3378,3759,3986,ms
Task Path,:layer_2:module_2_126:kspDebugKotlin,2935,3069,2878,2987,3278,3520,ms
Task Path,:layer_2:module_2_127:kspDebugKotlin,2877,2972,2839,2915,3349,3502,ms
Task Path,:layer_2:module_2_124:compileDebugKotlin,1955,2048,1976,2010,2337,2486,ms
Task Path,:layer_2:module_2_126:compileDebugKotlin,2149,2061,2093,2017,2578,2386,ms
Task Path,:layer_2:module_2_125:compileDebugKotlin,2247,2126,2186,2061,2698,2577,ms
Task Path,:layer_2:module_2_127:compileDebugKotlin,2069,2049,2046,2016,2512,2404,ms
Task Path,:layer_2:module_2_128:kspDebugKotlin,2951,2913,2971,2829,3873,3593,ms
Task Path,:layer_2:module_2_129:kspDebugKotlin,2712,2754,2641,2700,3392,3201,ms
Task Path,:layer_2:module_2_130:kspDebugKotlin,3221,3513,3176,3506,3737,4054,ms
Task Path,:layer_2:module_2_131:kspDebugKotlin,2857,3125,2809,3094,3394,3698,ms
Task Path,:layer_2:module_2_128:compileDebugKotlin,1904,2086,1840,2040,2352,2651,ms
Task Path,:layer_2:module_2_129:compileDebugKotlin,2049,2180,2037,2113,2366,2681,ms
Task Path,:layer_2:module_2_131:compileDebugKotlin,2112,2120,2057,2129,2603,2448,ms
Task Path,:layer_2:module_2_130:compileDebugKotlin,2100,2080,2050,2015,2370,2419,ms
Task Path,:layer_2:module_2_132:kspDebugKotlin,2954,2890,2961,2826,3575,3552,ms
Task Path,:layer_2:module_2_133:kspDebugKotlin,2541,2763,2593,2782,3026,3309,ms
Task Path,:layer_2:module_2_132:compileDebugKotlin,1822,1967,1788,1966,2183,2402,ms
Task Path,:layer_2:module_2_134:kspDebugKotlin,2883,3073,2821,3067,3499,3655,ms
Task Path,:layer_2:module_2_133:compileDebugKotlin,2188,2233,2147,2212,2710,2814,ms
Task Path,:layer_2:module_2_135:kspDebugKotlin,3403,3718,3240,3727,3988,4355,ms
Task Path,:layer_2:module_2_134:compileDebugKotlin,2249,2389,2194,2404,2820,2809,ms
Task Path,:layer_2:module_2_135:compileDebugKotlin,2125,2204,2073,2206,2545,2692,ms
Task Path,:layer_2:module_2_136:kspDebugKotlin,3209,3253,3267,3218,3760,4012,ms
Task Path,:layer_2:module_2_137:kspDebugKotlin,2768,2886,2645,2847,3311,3525,ms
Task Path,:layer_2:module_2_136:compileDebugKotlin,1993,2247,1901,2215,2431,2836,ms
Task Path,:layer_2:module_2_137:compileDebugKotlin,2032,2155,1972,2160,2423,2777,ms
Task Path,:layer_2:module_2_138:kspDebugKotlin,2785,2830,2794,2822,3247,3553,ms
Task Path,:layer_2:module_2_93:kspDebugKotlin,2854,2997,2841,2988,3357,3576,ms
Task Path,:layer_2:module_2_93:compileDebugKotlin,2014,2070,1950,2064,2561,2502,ms
Task Path,:layer_2:module_2_138:compileDebugKotlin,2058,2110,2023,2083,2492,2540,ms
Task Path,:layer_2:module_2_94:kspDebugKotlin,2865,2847,2754,2873,3640,3328,ms
Task Path,:layer_2:module_2_95:kspDebugKotlin,3098,3336,3085,3281,3656,3854,ms
Task Path,:layer_2:module_2_94:compileDebugKotlin,2018,2143,1940,2122,2455,2581,ms
Task Path,:layer_2:module_2_95:compileDebugKotlin,2045,2084,2029,1998,2411,2638,ms
Task Path,:layer_2:module_2_96:kspDebugKotlin,3058,3181,2981,3128,3556,3800,ms
Task Path,:layer_2:module_2_97:kspDebugKotlin,2847,2908,2773,2829,3358,3361,ms
Task Path,:layer_2:module_2_98:kspDebugKotlin,3027,2766,2923,2830,3734,3255,ms
Task Path,:layer_2:module_2_97:compileDebugKotlin,2160,2151,2061,2037,2809,2624,ms
Task Path,:layer_2:module_2_96:compileDebugKotlin,2053,2082,1978,1988,2482,2656,ms
Task Path,:layer_2:module_2_99:kspDebugKotlin,3095,2819,3006,2824,3954,3285,ms
Task Path,:layer_2:module_2_98:compileDebugKotlin,2529,2151,2542,2067,3037,2649,ms
Task Path,:layer_2:module_2_99:compileDebugKotlin,2519,2083,2462,1995,3090,2566,ms
Task Path,:layer_3:module_3_139:kspDebugKotlin,3426,3237,3485,3168,3847,3939,ms
Task Path,:layer_3:module_3_141:kspDebugKotlin,3415,3509,3389,3506,4087,4161,ms
Task Path,:layer_3:module_3_140:kspDebugKotlin,3949,4092,3930,3985,4575,4867,ms
Task Path,:layer_3:module_3_142:kspDebugKotlin,3450,3403,3429,3335,4232,3976,ms
Task Path,:layer_3:module_3_139:compileDebugKotlin,2319,2401,2300,2405,2987,2812,ms
Task Path,:layer_3:module_3_141:compileDebugKotlin,2498,2463,2438,2425,2942,2853,ms
Task Path,:layer_3:module_3_140:compileDebugKotlin,2484,2394,2475,2406,3105,2684,ms
Task Path,:layer_3:module_3_142:compileDebugKotlin,2299,2358,2228,2294,2855,2774,ms
Task Path,:layer_3:module_3_143:kspDebugKotlin,2916,2987,2977,3003,3593,3493,ms
Task Path,:layer_3:module_3_144:kspDebugKotlin,3282,3176,3295,3129,4073,3745,ms
Task Path,:layer_3:module_3_146:kspDebugKotlin,3197,3078,3178,3047,3792,3773,ms
Task Path,:layer_3:module_3_145:kspDebugKotlin,3590,3473,3549,3436,4292,4142,ms
Task Path,:layer_3:module_3_143:compileDebugKotlin,2211,2143,2164,2104,2765,2594,ms
Task Path,:layer_3:module_3_144:compileDebugKotlin,2168,2174,2170,2168,2600,2506,ms
Task Path,:layer_3:module_3_145:compileDebugKotlin,2137,2140,2071,2152,2712,2466,ms
Task Path,:layer_3:module_3_146:compileDebugKotlin,2146,2226,2165,2166,2677,2591,ms
Task Path,:layer_3:module_3_147:kspDebugKotlin,2885,2772,2930,2774,3851,3318,ms
Task Path,:layer_3:module_3_148:kspDebugKotlin,2851,2925,2734,2942,3596,3461,ms
Task Path,:layer_3:module_3_147:compileDebugKotlin,1773,1963,1737,1936,2200,2387,ms
Task Path,:layer_3:module_3_149:kspDebugKotlin,2670,2767,2633,2749,3210,3223,ms
Task Path,:layer_3:module_3_148:compileDebugKotlin,1904,1945,1878,1904,2281,2479,ms
Task Path,:layer_3:module_3_150:kspDebugKotlin,3101,3422,3042,3365,3728,3953,ms
Task Path,:layer_3:module_3_150:compileDebugKotlin,2052,2016,2011,1973,2438,2473,ms
Task Path,:layer_3:module_3_149:compileDebugKotlin,1963,2169,1939,2128,2358,2582,ms
Task Path,:layer_3:module_3_151:kspDebugKotlin,2743,2804,2646,2817,3480,3182,ms
Task Path,:layer_3:module_3_152:kspDebugKotlin,2843,3015,2812,3009,3454,3414,ms
Task Path,:layer_3:module_3_151:compileDebugKotlin,1906,2024,1882,1970,2438,2511,ms
Task Path,:layer_3:module_3_152:compileDebugKotlin,1967,1979,1929,1924,2458,2495,ms
Task Path,:layer_3:module_3_153:kspDebugKotlin,2724,2711,2710,2731,3167,3303,ms
Task Path,:layer_3:module_3_154:kspDebugKotlin,2910,3027,2905,3042,3372,3491,ms
Task Path,:layer_3:module_3_153:compileDebugKotlin,1893,2073,1820,2071,2326,2484,ms
Task Path,:layer_3:module_3_154:compileDebugKotlin,2055,2223,1924,2220,2693,2665,ms
Task Path,:layer_3:module_3_155:kspDebugKotlin,3341,3516,3257,3493,4159,4190,ms
Task Path,:layer_3:module_3_156:kspDebugKotlin,3057,3152,2870,3096,3746,3709,ms
Task Path,:layer_3:module_3_157:kspDebugKotlin,2932,2893,2737,2911,3826,3371,ms
Task Path,:layer_3:module_3_156:compileDebugKotlin,2010,1989,1871,1989,2544,2398,ms
Task Path,:layer_3:module_3_155:compileDebugKotlin,1964,2001,1863,1965,2524,2501,ms
Task Path,:layer_3:module_3_158:kspDebugKotlin,2859,2770,2801,2769,3496,3219,ms
Task Path,:layer_3:module_3_157:compileDebugKotlin,1986,2088,1962,2110,2379,2583,ms
Task Path,:layer_3:module_3_158:compileDebugKotlin,1873,2025,1824,2006,2246,2460,ms
Task Path,:layer_3:module_3_159:kspDebugKotlin,2865,2895,2831,2844,3528,3510,ms
Task Path,:layer_3:module_3_161:kspDebugKotlin,2740,2912,2711,2891,3218,3319,ms
Task Path,:layer_3:module_3_160:kspDebugKotlin,3104,3472,3026,3369,3668,4127,ms
Task Path,:layer_3:module_3_159:compileDebugKotlin,1808,1974,1798,1972,2224,2360,ms
Task Path,:layer_3:module_3_162:kspDebugKotlin,2900,2985,2804,2959,3359,3410,ms
Task Path,:layer_3:module_3_161:compileDebugKotlin,1954,2101,1890,2088,2464,2527,ms
Task Path,:layer_3:module_3_160:compileDebugKotlin,1856,1908,1794,1838,2279,2335,ms
Task Path,:layer_3:module_3_162:compileDebugKotlin,1952,2057,1924,2017,2399,2440,ms
Task Path,:layer_3:module_3_163:kspDebugKotlin,2785,2854,2742,2840,3490,3292,ms
Task Path,:layer_3:module_3_164:kspDebugKotlin,2801,2975,2751,2979,3434,3469,ms
Task Path,:layer_3:module_3_163:compileDebugKotlin,1841,1971,1770,1958,2277,2392,ms
Task Path,:layer_3:module_3_165:kspDebugKotlin,3129,3353,2989,3448,3968,3887,ms
Task Path,:layer_3:module_3_166:kspDebugKotlin,2685,2990,2613,3043,3273,3432,ms
Task Path,:layer_3:module_3_164:compileDebugKotlin,1824,1984,1762,1969,2272,2579,ms
Task Path,:layer_3:module_3_165:compileDebugKotlin,1888,2158,1782,2060,2387,2826,ms
Task Path,:layer_3:module_3_166:compileDebugKotlin,1980,2242,1910,2196,2418,2836,ms
Task Path,:layer_3:module_3_167:kspDebugKotlin,2754,2953,2704,2866,3303,3604,ms
Task Path,:layer_3:module_3_168:kspDebugKotlin,2707,3006,2660,2965,3293,3658,ms
Task Path,:layer_3:module_3_167:compileDebugKotlin,1831,2247,1801,2145,2174,2715,ms
Task Path,:layer_3:module_3_168:compileDebugKotlin,1900,1999,1812,1996,2357,2378,ms
Task Path,:layer_3:module_3_169:kspDebugKotlin,2780,2872,2765,2838,3343,3466,ms
Task Path,:layer_3:module_3_170:kspDebugKotlin,3081,3342,3031,3352,3703,3687,ms
Task Path,:layer_3:module_3_171:kspDebugKotlin,2834,2927,2694,2913,3688,3467,ms
Task Path,:layer_3:module_3_169:compileDebugKotlin,1975,2068,1876,2027,2527,2475,ms
Task Path,:layer_3:module_3_170:compileDebugKotlin,1941,2056,1851,2027,2452,2469,ms
Task Path,:layer_3:module_3_172:kspDebugKotlin,2990,3039,2888,3049,3692,3570,ms
Task Path,:layer_3:module_3_171:compileDebugKotlin,1810,2103,1733,2085,2233,2609,ms
Task Path,:layer_3:module_3_172:compileDebugKotlin,1951,2083,1854,2056,2431,2614,ms
Task Path,:layer_3:module_3_173:kspDebugKotlin,2853,2838,2733,2819,3579,3439,ms
Task Path,:layer_3:module_3_174:kspDebugKotlin,2908,2863,2883,2814,3421,3423,ms
Task Path,:layer_3:module_3_175:kspDebugKotlin,3091,3266,3093,3249,3575,3819,ms
Task Path,:layer_3:module_3_173:compileDebugKotlin,1969,2047,1820,1986,2401,2515,ms
Task Path,:layer_3:module_3_174:compileDebugKotlin,1841,1970,1729,1925,2259,2422,ms
Task Path,:layer_3:module_3_176:kspDebugKotlin,2865,3018,2718,3016,3469,3541,ms
Task Path,:layer_3:module_3_175:compileDebugKotlin,1793,1937,1749,1887,2152,2478,ms
Task Path,:layer_3:module_3_176:compileDebugKotlin,1772,2035,1746,2040,2205,2448,ms
Task Path,:layer_3:module_3_177:kspDebugKotlin,2748,2818,2668,2766,3365,3248,ms
Task Path,:layer_3:module_3_178:kspDebugKotlin,2708,2835,2614,2854,3406,3514,ms
Task Path,:layer_3:module_3_179:kspDebugKotlin,2678,3000,2587,3012,3330,3712,ms
Task Path,:layer_3:module_3_177:compileDebugKotlin,1726,1986,1668,1961,2008,2524,ms
Task Path,:layer_3:module_3_178:compileDebugKotlin,1831,2101,1790,2071,2141,2587,ms
Task Path,:layer_3:module_3_180:kspDebugKotlin,3148,3473,2987,3361,3843,4159,ms
Task Path,:layer_3:module_3_179:compileDebugKotlin,1891,2107,1798,2096,2312,2637,ms
Task Path,:layer_3:module_3_180:compileDebugKotlin,1798,1972,1725,1953,2404,2521,ms
Task Path,:layer_3:module_3_181:kspDebugKotlin,2708,3029,2629,2974,3440,3712,ms
Task Path,:layer_3:module_3_182:kspDebugKotlin,2780,3070,2763,3018,3426,3561,ms
Task Path,:layer_3:module_3_183:kspDebugKotlin,2826,2919,2748,2891,3634,3502,ms
Task Path,:layer_3:module_3_181:compileDebugKotlin,2033,2123,1910,2108,2768,2535,ms
Task Path,:layer_3:module_3_182:compileDebugKotlin,2151,2088,1963,2037,2797,2525,ms
Task Path,:layer_3:module_3_184:kspDebugKotlin,3057,2955,2964,2965,3858,3340,ms
Task Path,:layer_3:module_3_183:compileDebugKotlin,2164,1992,2119,1999,2786,2369,ms
Task Path,:layer_3:module_3_184:compileDebugKotlin,2051,2010,2033,2004,2389,2296,ms
Task Path,:layer_4:module_4_185:kspDebugKotlin,3530,3597,3537,3505,4181,4427,ms
Task Path,:layer_4:module_4_186:kspDebugKotlin,3197,3184,3245,3078,3668,3845,ms
Task Path,:layer_4:module_4_187:kspDebugKotlin,3333,3317,3347,3296,3856,3793,ms
Task Path,:layer_4:module_4_188:kspDebugKotlin,3286,3446,3276,3332,4024,4209,ms
Task Path,:layer_4:module_4_185:compileDebugKotlin,2104,2207,2033,2185,2671,2559,ms
Task Path,:layer_4:module_4_186:compileDebugKotlin,2030,2193,1962,2185,2551,2585,ms
Task Path,:layer_4:module_4_187:compileDebugKotlin,2211,2343,2131,2297,2699,2664,ms
Task Path,:layer_4:module_4_188:compileDebugKotlin,2026,2082,1992,2064,2461,2465,ms
Task Path,:layer_4:module_4_189:kspDebugKotlin,2556,2727,2468,2633,3336,3415,ms
Task Path,:layer_4:module_4_190:kspDebugKotlin,3407,3515,3401,3440,4216,4373,ms
Task Path,:layer_4:module_4_191:kspDebugKotlin,2899,2987,2848,2935,3427,3579,ms
Task Path,:layer_4:module_4_192:kspDebugKotlin,3085,3250,3092,3198,3746,3936,ms
Task Path,:layer_4:module_4_189:compileDebugKotlin,1875,1883,1820,1894,2302,2300,ms
Task Path,:layer_4:module_4_191:compileDebugKotlin,1997,2133,1891,2078,2554,2547,ms
Task Path,:layer_4:module_4_190:compileDebugKotlin,1967,2108,1916,2048,2361,2494,ms
Task Path,:layer_4:module_4_192:compileDebugKotlin,1916,1992,1843,1900,2333,2507,ms
Task Path,:layer_4:module_4_193:kspDebugKotlin,2697,2773,2619,2721,3505,3447,ms
Task Path,:layer_4:module_4_194:kspDebugKotlin,2928,2939,2932,2901,3652,3454,ms
Task Path,:layer_4:module_4_193:compileDebugKotlin,1968,1999,1923,1958,2314,2419,ms
Task Path,:layer_4:module_4_195:kspDebugKotlin,3301,3620,3308,3568,3999,4233,ms
Task Path,:layer_4:module_4_196:kspDebugKotlin,3293,3445,3200,3392,3854,4026,ms
Task Path,:layer_4:module_4_194:compileDebugKotlin,2102,2201,2037,2110,2650,2642,ms
Task Path,:layer_4:module_4_195:compileDebugKotlin,1974,2090,1873,2064,2478,2528,ms
Task Path,:layer_4:module_4_196:compileDebugKotlin,1869,2025,1800,2016,2420,2422,ms
Task Path,:layer_4:module_4_197:kspDebugKotlin,2794,2927,2724,2946,3448,3519,ms
Task Path,:layer_4:module_4_198:kspDebugKotlin,2671,2604,2566,2582,3326,3059,ms
Task Path,:layer_4:module_4_197:compileDebugKotlin,1732,1845,1656,1807,2194,2191,ms
Task Path,:layer_4:module_4_199:kspDebugKotlin,2669,2731,2548,2679,3166,3108,ms
Task Path,:layer_4:module_4_198:compileDebugKotlin,1792,1828,1711,1804,2288,2188,ms
Task Path,:layer_4:module_4_200:kspDebugKotlin,3294,3672,3161,3576,4081,4337,ms
Task Path,:layer_4:module_4_199:compileDebugKotlin,1881,2069,1817,2004,2386,2483,ms
Task Path,:layer_4:module_4_201:kspDebugKotlin,2855,3131,2782,3060,3406,3791,ms
Task Path,:layer_4:module_4_200:compileDebugKotlin,1911,2004,1811,1987,2397,2395,ms
Task Path,:layer_4:module_4_201:compileDebugKotlin,1737,2001,1633,1910,2241,2491,ms
Task Path,:layer_4:module_4_202:kspDebugKotlin,2848,3160,2715,3189,3446,3899,ms
Task Path,:layer_4:module_4_203:kspDebugKotlin,2745,2820,2577,2804,3476,3376,ms
Task Path,:layer_4:module_4_204:kspDebugKotlin,3016,3302,2949,3238,3681,3834,ms
Task Path,:layer_4:module_4_202:compileDebugKotlin,1919,2035,1829,2060,2344,2525,ms
Task Path,:layer_4:module_4_203:compileDebugKotlin,1918,2095,1832,2058,2446,2571,ms
Task Path,:layer_4:module_4_204:compileDebugKotlin,1867,1983,1783,2007,2306,2452,ms
Task Path,:layer_4:module_4_205:kspDebugKotlin,3177,3485,3162,3430,3795,4207,ms
Task Path,:layer_4:module_4_205:compileDebugKotlin,1880,2095,1775,2080,2309,2511,ms
Task Path,:layer_4:module_4_206:kspDebugKotlin,2854,3011,2789,3055,3482,3519,ms
Task Path,:layer_4:module_4_207:kspDebugKotlin,2745,2929,2599,2928,3344,3483,ms
Task Path,:layer_4:module_4_208:kspDebugKotlin,2910,3115,2783,3021,3748,3690,ms
Task Path,:layer_4:module_4_206:compileDebugKotlin,1840,2105,1740,2026,2389,2559,ms
Task Path,:layer_4:module_4_207:compileDebugKotlin,1809,1950,1735,1914,2277,2329,ms
Task Path,:layer_4:module_4_209:kspDebugKotlin,2875,2996,2755,2981,3476,3563,ms
Task Path,:layer_4:module_4_208:compileDebugKotlin,1873,1967,1794,1932,2332,2318,ms
Task Path,:layer_4:module_4_209:compileDebugKotlin,1882,2005,1809,1997,2247,2371,ms
Task Path,:layer_4:module_4_210:kspDebugKotlin,3157,3398,3037,3366,3709,4057,ms
Task Path,:layer_4:module_4_211:kspDebugKotlin,2945,2920,2847,2922,3513,3458,ms
Task Path,:layer_4:module_4_212:kspDebugKotlin,2927,3016,2909,3018,3378,3453,ms
Task Path,:layer_4:module_4_210:compileDebugKotlin,1810,1882,1735,1810,2174,2334,ms
Task Path,:layer_4:module_4_211:compileDebugKotlin,1850,1907,1784,1847,2226,2324,ms
Task Path,:layer_4:module_4_212:compileDebugKotlin,1773,1944,1649,1900,2343,2407,ms
Task Path,:layer_4:module_4_213:kspDebugKotlin,2722,2742,2590,2715,3554,3408,ms
Task Path,:layer_4:module_4_213:compileDebugKotlin,1771,1983,1690,2004,2265,2526,ms
Task Path,:layer_4:module_4_214:kspDebugKotlin,2793,2873,2654,2780,3589,3458,ms
Task Path,:layer_4:module_4_215:kspDebugKotlin,3107,3446,3019,3409,3786,4101,ms
Task Path,:layer_4:module_4_216:kspDebugKotlin,3030,3206,2833,3289,3674,3715,ms
Task Path,:layer_4:module_4_214:compileDebugKotlin,1886,2103,1785,2049,2323,2580,ms
Task Path,:layer_4:module_4_215:compileDebugKotlin,1862,1980,1779,1948,2384,2414,ms
Task Path,:layer_4:module_4_217:kspDebugKotlin,2762,3120,2637,3078,3525,3619,ms
Task Path,:layer_4:module_4_216:compileDebugKotlin,1746,2079,1681,2083,2233,2435,ms
Task Path,:layer_4:module_4_217:compileDebugKotlin,1876,2034,1803,1969,2306,2564,ms
Task Path,:layer_4:module_4_218:kspDebugKotlin,2817,3030,2732,2993,3568,3698,ms
Task Path,:layer_4:module_4_219:kspDebugKotlin,2718,2798,2728,2763,3249,3239,ms
Task Path,:layer_4:module_4_220:kspDebugKotlin,3280,3343,3205,3268,4006,3942,ms
Task Path,:layer_4:module_4_219:compileDebugKotlin,1796,1857,1712,1807,2258,2190,ms
Task Path,:layer_4:module_4_218:compileDebugKotlin,1918,2037,1798,1992,2517,2549,ms
Task Path,:layer_4:module_4_221:kspDebugKotlin,2973,2905,2915,2868,3657,3317,ms
Task Path,:layer_4:module_4_220:compileDebugKotlin,1769,1849,1689,1838,2160,2132,ms
Task Path,:layer_4:module_4_221:compileDebugKotlin,1856,1947,1765,1968,2351,2291,ms
Task Path,:layer_4:module_4_222:kspDebugKotlin,2843,2885,2809,2906,3416,3424,ms
Task Path,:layer_4:module_4_223:kspDebugKotlin,2778,2785,2565,2783,3597,3257,ms
Task Path,:layer_4:module_4_224:kspDebugKotlin,2981,3021,2841,3021,3605,3628,ms
Task Path,:layer_4:module_4_222:compileDebugKotlin,1739,1866,1671,1860,2094,2145,ms
Task Path,:layer_4:module_4_223:compileDebugKotlin,1843,1925,1808,1912,2132,2238,ms
Task Path,:layer_4:module_4_225:kspDebugKotlin,3093,3383,3003,3328,3690,4003,ms
Task Path,:layer_4:module_4_224:compileDebugKotlin,1811,1906,1780,1863,2182,2223,ms
Task Path,:layer_4:module_4_225:compileDebugKotlin,1869,1960,1808,1944,2263,2328,ms
Task Path,:layer_4:module_4_226:kspDebugKotlin,2771,2941,2690,2917,3363,3467,ms
Task Path,:layer_4:module_4_227:kspDebugKotlin,2877,3058,2757,3093,3782,3497,ms
Task Path,:layer_4:module_4_226:compileDebugKotlin,1858,2023,1797,2022,2258,2401,ms
Task Path,:layer_4:module_4_228:kspDebugKotlin,2803,2925,2696,2883,3419,3528,ms
Task Path,:layer_4:module_4_229:kspDebugKotlin,2731,2820,2608,2773,3780,3397,ms
Task Path,:layer_4:module_4_227:compileDebugKotlin,1856,1977,1725,1947,2531,2432,ms
Task Path,:layer_4:module_4_229:compileDebugKotlin,1974,1892,1920,1846,2508,2352,ms
Task Path,:layer_4:module_4_228:compileDebugKotlin,1846,1932,1730,1884,2349,2302,ms
Task Path,:layer_4:module_4_230:kspDebugKotlin,2976,3089,2870,3051,3648,3722,ms
Task Path,:layer_4:module_4_230:compileDebugKotlin,1620,1583,1523,1537,2153,1937,ms
Task Path,:layer_5:module_5_231:mergeDebugResources,2780,2841,2715,2783,3460,3404,ms
Task Path,:layer_5:module_5_231:processDebugResources,1953,2105,1938,2057,2224,2430,ms
Task Path,:layer_5:module_5_231:kspDebugKotlin,3013,2858,2911,2721,3806,3459,ms
Task Path,:layer_5:module_5_231:compileDebugKotlin,3813,3644,3712,3593,4894,4199,ms
Task Path,:layer_5:module_5_231:hiltAggregateDepsDebug,1571,1548,1536,1565,2019,1957,ms
Task Path,:layer_5:module_5_231:mergeExtDexDebug,8479,8169,8456,8217,9562,8851,ms
Task Path,:layer_5:module_5_231:hiltJavaCompileDebug,16877,16429,16903,16453,17756,17249,ms
Task Path,:layer_5:module_5_231:mergeDebugJavaResource,1729,1598,1700,1575,1973,1838,ms
Task Path,:layer_5:module_5_231:dexBuilderDebug,1469,1427,1472,1372,1745,1736,ms
Task Path,:layer_5:module_5_231:mergeLibDexDebug,3048,2878,2989,2852,3698,3395,ms
Task Path,:layer_5:module_5_231:validateSigningDebug,1386,1326,1118,1043,2574,2902,ms
:layer_0:module_0_1:compileDebugKotlin,Compiler initialization time,252.56,876.88,249,850,286,1032,ms
:layer_0:module_0_1:compileDebugKotlin,Total Gradle task time,10968.56,14359.2,10933,14347,11449,14881,ms
:layer_0:module_0_1:compileDebugKotlin,Task action before worker execution,17.12,414.06,17,472,21,717,ms
